,0
1086," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
1087," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
1088," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
1089," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
1090," chills, fatigue, cough/nIt might be Pneumonia"
1091," chills, fatigue, cough/nIt might be Pneumonia"
1092," chills, fatigue, cough/nIt might be Pneumonia"
1093," fatigue, cough, high_fever/nIt might be Pneumonia"
1094," chills, cough, high_fever/nIt might be Pneumonia"
1095," chills, fatigue, high_fever/nIt might be Pneumonia"
1096," chills, fatigue, cough/nIt might be Pneumonia"
1097," chills, fatigue, cough/nIt might be Pneumonia"
1098," chills, fatigue, cough/nIt might be Pneumonia"
1099," chills, fatigue, cough/nIt might be Pneumonia"
1100," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
1101," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
1102," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
1103," pain_during_bowel_movements, pain_in_anal_region, bloody_stool/nIt might be Dimorphic hemmorhoids(piles)"
1104," constipation, pain_in_anal_region, bloody_stool/nIt might be Dimorphic hemmorhoids(piles)"
1105," constipation, pain_during_bowel_movements, bloody_stool/nIt might be Dimorphic hemmorhoids(piles)"
1106," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
1107," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
1108," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
1109," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
1110," vomiting, breathlessness, sweating/nIt might be Heart attack"
1111," vomiting, breathlessness, sweating/nIt might be Heart attack"
1112," breathlessness, sweating, chest_pain/nIt might be Heart attack"
1113," vomiting, sweating, chest_pain/nIt might be Heart attack"
1114," vomiting, breathlessness, chest_pain/nIt might be Heart attack"
1115," vomiting, breathlessness, sweating/nIt might be Heart attack"
1116," vomiting, breathlessness, sweating/nIt might be Heart attack"
1117," breathlessness, sweating, chest_pain/nIt might be Heart attack"
1118," vomiting, sweating, chest_pain/nIt might be Heart attack"
1119," vomiting, breathlessness, chest_pain/nIt might be Heart attack"
1120," fatigue, cramps, bruising/nIt might be Varicose veins"
1121," fatigue, cramps, bruising/nIt might be Varicose veins"
1122," cramps, bruising, obesity/nIt might be Varicose veins"
1123," fatigue, bruising, obesity/nIt might be Varicose veins"
1124," fatigue, cramps, obesity/nIt might be Varicose veins"
1125," fatigue, cramps, bruising/nIt might be Varicose veins"
1126," fatigue, cramps, bruising/nIt might be Varicose veins"
1127," fatigue, cramps, bruising/nIt might be Varicose veins"
1128," fatigue, cramps, bruising/nIt might be Varicose veins"
1129," fatigue, cramps, bruising/nIt might be Varicose veins"
1130," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
1131," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
1132," weight_gain, cold_hands_and_feets, mood_swings/nIt might be Hypothyroidism"
1133," weight_gain, cold_hands_and_feets, mood_swings/nIt might be Hypothyroidism"
1134," fatigue, cold_hands_and_feets, mood_swings/nIt might be Hypothyroidism"
1135," fatigue, weight_gain, mood_swings/nIt might be Hypothyroidism"
1136," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
1137," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
1138," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
1139," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
1140," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
1141," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
1142," mood_swings, weight_loss, restlessness/nIt might be Hyperthyroidism"
1143," fatigue, weight_loss, restlessness/nIt might be Hyperthyroidism"
1144," fatigue, mood_swings, restlessness/nIt might be Hyperthyroidism"
1145," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
1146," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
1147," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
1148," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
1149," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
1150," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
1151," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
1152," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
1153," fatigue, anxiety, sweating/nIt might be Hypoglycemia"
1154," vomiting, anxiety, sweating/nIt might be Hypoglycemia"
1155," vomiting, fatigue, sweating/nIt might be Hypoglycemia"
1156," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
1157," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
1158," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
1159," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
1160," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
1161," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
1162," neck_pain, knee_pain, hip_joint_pain/nIt might be Osteoarthristis"
1163," joint_pain, knee_pain, hip_joint_pain/nIt might be Osteoarthristis"
1164," joint_pain, neck_pain, hip_joint_pain/nIt might be Osteoarthristis"
1165," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
1166," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
1167," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
1168," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
1169," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
1170," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
1171," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
1172," stiff_neck, swelling_joints, movement_stiffness/nIt might be Arthritis"
1173," muscle_weakness, swelling_joints, movement_stiffness/nIt might be Arthritis"
1174," muscle_weakness, stiff_neck, movement_stiffness/nIt might be Arthritis"
1175," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
1176," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
1177," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
1178," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
1179," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
1180," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1181," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1182," headache, nausea, spinning_movements/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1183," vomiting, nausea, spinning_movements/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1184," vomiting, headache, spinning_movements/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1185," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1186," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1187," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1188," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1189," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
1190," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
1191," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
1192," pus_filled_pimples, blackheads, scurring/nIt might be Acne"
1193," skin_rash, blackheads, scurring/nIt might be Acne"
1194," skin_rash, pus_filled_pimples, scurring/nIt might be Acne"
1195," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
1196," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
1197," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
1198," skin_rash, pus_filled_pimples, scurring/nIt might be Acne"
1199," skin_rash, blackheads, scurring/nIt might be Acne"
1200," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
1201," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
1202," bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine/nIt might be Urinary tract infection"
1203," burning_micturition, foul_smell_of urine, continuous_feel_of_urine/nIt might be Urinary tract infection"
1204," burning_micturition, bladder_discomfort, continuous_feel_of_urine/nIt might be Urinary tract infection"
1205," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
1206," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
1207," burning_micturition, bladder_discomfort, continuous_feel_of_urine/nIt might be Urinary tract infection"
1208," bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine/nIt might be Urinary tract infection"
1209," burning_micturition, bladder_discomfort, continuous_feel_of_urine/nIt might be Urinary tract infection"
1210," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
1211," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
1212," joint_pain, skin_peeling, silver_like_dusting/nIt might be Psoriasis"
1213," skin_rash, skin_peeling, silver_like_dusting/nIt might be Psoriasis"
1214," skin_rash, joint_pain, silver_like_dusting/nIt might be Psoriasis"
1215," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
1216," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
1217," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
1218," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
1219," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
1220," skin_rash, high_fever, blister/nIt might be Impetigo"
1221," skin_rash, high_fever, blister/nIt might be Impetigo"
1222," high_fever, blister, red_sore_around_nose/nIt might be Impetigo"
1223," skin_rash, blister, red_sore_around_nose/nIt might be Impetigo"
1224," skin_rash, blister, red_sore_around_nose/nIt might be Impetigo"
1225," skin_rash, high_fever, red_sore_around_nose/nIt might be Impetigo"
1226," skin_rash, high_fever, blister/nIt might be Impetigo"
1227," skin_rash, high_fever, blister/nIt might be Impetigo"
1228," skin_rash, high_fever, blister/nIt might be Impetigo"
1229," skin_rash, blister, red_sore_around_nose/nIt might be Impetigo"
1230,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
1231," skin_rash, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
1232,"itching, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
1233,"itching, skin_rash, dischromic _patches/nIt might be Fungal infection"
1234,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
1235," skin_rash, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
1236,"itching, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
1237,"itching, skin_rash, dischromic _patches/nIt might be Fungal infection"
1238,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
1239,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
1240," continuous_sneezing, shivering, chills/nIt might be Allergy"
1241," shivering, chills, watering_from_eyes/nIt might be Allergy"
1242," continuous_sneezing, chills, watering_from_eyes/nIt might be Allergy"
1243," continuous_sneezing, shivering, watering_from_eyes/nIt might be Allergy"
1244," continuous_sneezing, shivering, chills/nIt might be Allergy"
1245," shivering, chills, watering_from_eyes/nIt might be Allergy"
1246," continuous_sneezing, chills, watering_from_eyes/nIt might be Allergy"
1247," continuous_sneezing, shivering, watering_from_eyes/nIt might be Allergy"
1248," continuous_sneezing, shivering, chills/nIt might be Allergy"
1249," continuous_sneezing, shivering, chills/nIt might be Allergy"
1250," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
1251," stomach_pain, ulcers_on_tongue, vomiting/nIt might be GERD"
1252," stomach_pain, acidity, vomiting/nIt might be GERD"
1253," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
1254," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
1255," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
1256," acidity, ulcers_on_tongue, vomiting/nIt might be GERD"
1257," stomach_pain, ulcers_on_tongue, vomiting/nIt might be GERD"
1258," stomach_pain, acidity, vomiting/nIt might be GERD"
1259," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
1260,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
1261," vomiting, yellowish_skin, nausea/nIt might be Chronic cholestasis"
1262,"itching, yellowish_skin, nausea/nIt might be Chronic cholestasis"
1263,"itching, vomiting, nausea/nIt might be Chronic cholestasis"
1264,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
1265,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
1266,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
1267,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
1268,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
1269,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
1270,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
1271,"itching, stomach_pain, burning_micturition/nIt might be Drug Reaction"
1272,"itching, skin_rash, burning_micturition/nIt might be Drug Reaction"
1273,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
1274,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
1275," skin_rash, stomach_pain, burning_micturition/nIt might be Drug Reaction"
1276,"itching, stomach_pain, burning_micturition/nIt might be Drug Reaction"
1277,"itching, skin_rash, burning_micturition/nIt might be Drug Reaction"
1278,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
1279,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
1280," vomiting, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
1281," vomiting, indigestion, abdominal_pain/nIt might be Peptic ulcer diseae"
1282," indigestion, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
1283," vomiting, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
1284," vomiting, indigestion, abdominal_pain/nIt might be Peptic ulcer diseae"
1285," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
1286," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
1287," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
1288," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
1289," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
1290," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
1291," patches_in_throat, high_fever, extra_marital_contacts/nIt might be AIDS"
1292," muscle_wasting, high_fever, extra_marital_contacts/nIt might be AIDS"
1293," muscle_wasting, patches_in_throat, extra_marital_contacts/nIt might be AIDS"
1294," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
1295," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
1296," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
1297," patches_in_throat, high_fever, extra_marital_contacts/nIt might be AIDS"
