itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 skin_rash, high_fever, blister/nIt might be Impetigo
 skin_rash, high_fever, blister/nIt might be Impetigo
 high_fever, blister, red_sore_around_nose/nIt might be Impetigo
 skin_rash, blister, red_sore_around_nose/nIt might be Impetigo
 skin_rash, blister, red_sore_around_nose/nIt might be Impetigo
 skin_rash, high_fever, red_sore_around_nose/nIt might be Impetigo
 skin_rash, high_fever, blister/nIt might be Impetigo
 skin_rash, high_fever, blister/nIt might be Impetigo
 skin_rash, high_fever, blister/nIt might be Impetigo
 skin_rash, blister, red_sore_around_nose/nIt might be Impetigo
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 skin_rash, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection
itching, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection
itching, skin_rash, dischromic _patches/nIt might be Fungal infection
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 skin_rash, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection
itching, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection
itching, skin_rash, dischromic _patches/nIt might be Fungal infection
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection
 continuous_sneezing, shivering, chills/nIt might be Allergy
 shivering, chills, watering_from_eyes/nIt might be Allergy
 continuous_sneezing, chills, watering_from_eyes/nIt might be Allergy
 continuous_sneezing, shivering, watering_from_eyes/nIt might be Allergy
 continuous_sneezing, shivering, chills/nIt might be Allergy
 shivering, chills, watering_from_eyes/nIt might be Allergy
 continuous_sneezing, chills, watering_from_eyes/nIt might be Allergy
 continuous_sneezing, shivering, watering_from_eyes/nIt might be Allergy
 continuous_sneezing, shivering, chills/nIt might be Allergy
 continuous_sneezing, shivering, chills/nIt might be Allergy
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
 stomach_pain, ulcers_on_tongue, vomiting/nIt might be GERD
 stomach_pain, acidity, vomiting/nIt might be GERD
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
 acidity, ulcers_on_tongue, vomiting/nIt might be GERD
 stomach_pain, ulcers_on_tongue, vomiting/nIt might be GERD
 stomach_pain, acidity, vomiting/nIt might be GERD
 stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
 vomiting, yellowish_skin, nausea/nIt might be Chronic cholestasis
itching, yellowish_skin, nausea/nIt might be Chronic cholestasis
itching, vomiting, nausea/nIt might be Chronic cholestasis
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
itching, stomach_pain, burning_micturition/nIt might be Drug Reaction
itching, skin_rash, burning_micturition/nIt might be Drug Reaction
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
 skin_rash, stomach_pain, burning_micturition/nIt might be Drug Reaction
itching, stomach_pain, burning_micturition/nIt might be Drug Reaction
itching, skin_rash, burning_micturition/nIt might be Drug Reaction
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
itching, skin_rash, stomach_pain/nIt might be Drug Reaction
 vomiting, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae
 vomiting, indigestion, abdominal_pain/nIt might be Peptic ulcer diseae
 indigestion, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae
 vomiting, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae
 vomiting, indigestion, abdominal_pain/nIt might be Peptic ulcer diseae
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 patches_in_throat, high_fever, extra_marital_contacts/nIt might be AIDS
 muscle_wasting, high_fever, extra_marital_contacts/nIt might be AIDS
 muscle_wasting, patches_in_throat, extra_marital_contacts/nIt might be AIDS
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 patches_in_throat, high_fever, extra_marital_contacts/nIt might be AIDS
 muscle_wasting, high_fever, extra_marital_contacts/nIt might be AIDS
 muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 weight_loss, restlessness, lethargy/nIt might be Diabetes 
 fatigue, restlessness, lethargy/nIt might be Diabetes 
 fatigue, weight_loss, lethargy/nIt might be Diabetes 
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 fatigue, weight_loss, restlessness/nIt might be Diabetes 
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 sunken_eyes, dehydration, diarrhoea/nIt might be Gastroenteritis
 vomiting, dehydration, diarrhoea/nIt might be Gastroenteritis
 vomiting, sunken_eyes, diarrhoea/nIt might be Gastroenteritis
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis
 sunken_eyes, dehydration, diarrhoea/nIt might be Gastroenteritis
 vomiting, dehydration, diarrhoea/nIt might be Gastroenteritis
 vomiting, sunken_eyes, diarrhoea/nIt might be Gastroenteritis
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 cough, high_fever, breathlessness/nIt might be Bronchial Asthma
 fatigue, high_fever, breathlessness/nIt might be Bronchial Asthma
 fatigue, cough, breathlessness/nIt might be Bronchial Asthma
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 fatigue, cough, high_fever/nIt might be Bronchial Asthma
 cough, high_fever, breathlessness/nIt might be Bronchial Asthma
 fatigue, high_fever, breathlessness/nIt might be Bronchial Asthma
 headache, chest_pain, dizziness/nIt might be Hypertension 
 chest_pain, dizziness, loss_of_balance/nIt might be Hypertension 
 headache, dizziness, loss_of_balance/nIt might be Hypertension 
 headache, chest_pain, loss_of_balance/nIt might be Hypertension 
 headache, chest_pain, dizziness/nIt might be Hypertension 
 headache, chest_pain, dizziness/nIt might be Hypertension 
 headache, chest_pain, dizziness/nIt might be Hypertension 
 chest_pain, dizziness, loss_of_balance/nIt might be Hypertension 
 headache, dizziness, loss_of_balance/nIt might be Hypertension 
 headache, chest_pain, loss_of_balance/nIt might be Hypertension 
 acidity, indigestion, headache/nIt might be Migraine
 indigestion, headache, blurred_and_distorted_vision/nIt might be Migraine
 acidity, headache, blurred_and_distorted_vision/nIt might be Migraine
 acidity, indigestion, blurred_and_distorted_vision/nIt might be Migraine
 acidity, indigestion, headache/nIt might be Migraine
 acidity, indigestion, headache/nIt might be Migraine
 acidity, indigestion, headache/nIt might be Migraine
 acidity, indigestion, headache/nIt might be Migraine
 acidity, indigestion, headache/nIt might be Migraine
 acidity, indigestion, headache/nIt might be Migraine
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 weakness_in_limbs, neck_pain, dizziness/nIt might be Cervical spondylosis
 back_pain, neck_pain, dizziness/nIt might be Cervical spondylosis
 back_pain, weakness_in_limbs, dizziness/nIt might be Cervical spondylosis
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis
 weakness_in_limbs, neck_pain, dizziness/nIt might be Cervical spondylosis
 back_pain, neck_pain, dizziness/nIt might be Cervical spondylosis
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
 headache, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)
 vomiting, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)
 vomiting, headache, altered_sensorium/nIt might be Paralysis (brain hemorrhage)
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
 vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)
 headache, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)
 vomiting, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)
 vomiting, headache, altered_sensorium/nIt might be Paralysis (brain hemorrhage)
itching, vomiting, fatigue/nIt might be Jaundice
itching, vomiting, fatigue/nIt might be Jaundice
 vomiting, fatigue, weight_loss/nIt might be Jaundice
itching, fatigue, weight_loss/nIt might be Jaundice
itching, vomiting, weight_loss/nIt might be Jaundice
itching, vomiting, fatigue/nIt might be Jaundice
itching, vomiting, fatigue/nIt might be Jaundice
itching, vomiting, fatigue/nIt might be Jaundice
itching, vomiting, fatigue/nIt might be Jaundice
itching, vomiting, fatigue/nIt might be Jaundice
 chills, vomiting, high_fever/nIt might be Malaria
 chills, vomiting, high_fever/nIt might be Malaria
 chills, vomiting, high_fever/nIt might be Malaria
 vomiting, high_fever, sweating/nIt might be Malaria
 chills, high_fever, sweating/nIt might be Malaria
 chills, vomiting, sweating/nIt might be Malaria
 chills, vomiting, high_fever/nIt might be Malaria
 chills, vomiting, high_fever/nIt might be Malaria
 chills, vomiting, high_fever/nIt might be Malaria
 chills, vomiting, high_fever/nIt might be Malaria
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, fatigue, lethargy/nIt might be Chicken pox
itching, fatigue, lethargy/nIt might be Chicken pox
itching, skin_rash, lethargy/nIt might be Chicken pox
itching, skin_rash, fatigue/nIt might be Chicken pox
itching, skin_rash, fatigue/nIt might be Chicken pox
itching, skin_rash, fatigue/nIt might be Chicken pox
itching, skin_rash, fatigue/nIt might be Chicken pox
itching, skin_rash, fatigue/nIt might be Chicken pox
itching, skin_rash, fatigue/nIt might be Chicken pox
 skin_rash, chills, joint_pain/nIt might be Dengue
 skin_rash, chills, joint_pain/nIt might be Dengue
 skin_rash, chills, joint_pain/nIt might be Dengue
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, joint_pain, vomiting/nIt might be Dengue
 skin_rash, joint_pain, vomiting/nIt might be Dengue
 skin_rash, chills, vomiting/nIt might be Dengue
 skin_rash, chills, joint_pain/nIt might be Dengue
 skin_rash, chills, joint_pain/nIt might be Dengue
 skin_rash, chills, joint_pain/nIt might be Dengue
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, vomiting, fatigue/nIt might be Typhoid
 chills, fatigue, high_fever/nIt might be Typhoid
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
 vomiting, yellowish_skin, dark_urine/nIt might be hepatitis A
 joint_pain, yellowish_skin, dark_urine/nIt might be hepatitis A
 joint_pain, vomiting, dark_urine/nIt might be hepatitis A
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
 joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A
itching, fatigue, lethargy/nIt might be Hepatitis B
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, lethargy, yellowish_skin/nIt might be Hepatitis B
itching, lethargy, yellowish_skin/nIt might be Hepatitis B
itching, fatigue, yellowish_skin/nIt might be Hepatitis B
itching, fatigue, lethargy/nIt might be Hepatitis B
itching, fatigue, lethargy/nIt might be Hepatitis B
itching, fatigue, lethargy/nIt might be Hepatitis B
itching, fatigue, lethargy/nIt might be Hepatitis B
itching, fatigue, lethargy/nIt might be Hepatitis B
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 yellowish_skin, nausea, loss_of_appetite/nIt might be Hepatitis C
 fatigue, nausea, loss_of_appetite/nIt might be Hepatitis C
 fatigue, yellowish_skin, loss_of_appetite/nIt might be Hepatitis C
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 fatigue, yellowish_skin, nausea/nIt might be Hepatitis C
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 vomiting, fatigue, yellowish_skin/nIt might be Hepatitis D
 joint_pain, fatigue, yellowish_skin/nIt might be Hepatitis D
 joint_pain, vomiting, yellowish_skin/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis D
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, fatigue, high_fever/nIt might be Hepatitis E
 joint_pain, fatigue, high_fever/nIt might be Hepatitis E
 joint_pain, vomiting, high_fever/nIt might be Hepatitis E
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 joint_pain, vomiting, fatigue/nIt might be Hepatitis E
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 yellowish_skin, abdominal_pain, swelling_of_stomach/nIt might be Alcoholic hepatitis
 vomiting, abdominal_pain, swelling_of_stomach/nIt might be Alcoholic hepatitis
 vomiting, yellowish_skin, swelling_of_stomach/nIt might be Alcoholic hepatitis
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis
 chills, vomiting, fatigue/nIt might be Tuberculosis
 chills, vomiting, fatigue/nIt might be Tuberculosis
 vomiting, fatigue, weight_loss/nIt might be Tuberculosis
